p2_l1_joint_cellmap_tight.png	statistics	p2_l1_joint_cellmap cropped to the panel block (tick labels and axis titles dropped, re-set in HTML)
pnpmass_kappa_panel.png	figures/maps	-
pnpmass_sigma_panel.png	figures/maps	-
tomo_pnp/truth_1.png	maps	kappaTNG truth, one field, channel 1; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/meas_1.png	maps	the measured shear (real part), COSMOS mask, channel 1; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/perchannel_1.png	maps	PnPMass2D per-channel reconstruction, channel 1; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/joint_1.png	maps	PnPMass3D joint reconstruction, channel 1; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/perchannel_nulled_1.png	maps	per-channel reconstruction after the BNT nulling, channel 1; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/joint_nulled_1.png	maps	joint reconstruction after the BNT nulling, channel 1; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/truth_2.png	maps	kappaTNG truth, one field, channel 2; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/meas_2.png	maps	the measured shear (real part), COSMOS mask, channel 2; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/perchannel_2.png	maps	PnPMass2D per-channel reconstruction, channel 2; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/joint_2.png	maps	PnPMass3D joint reconstruction, channel 2; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/perchannel_nulled_2.png	maps	per-channel reconstruction after the BNT nulling, channel 2; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/joint_nulled_2.png	maps	joint reconstruction after the BNT nulling, channel 2; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/truth_3.png	maps	kappaTNG truth, one field, channel 3; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/meas_3.png	maps	the measured shear (real part), COSMOS mask, channel 3; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/perchannel_3.png	maps	PnPMass2D per-channel reconstruction, channel 3; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/joint_3.png	maps	PnPMass3D joint reconstruction, channel 3; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/perchannel_nulled_3.png	maps	per-channel reconstruction after the BNT nulling, channel 3; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/joint_nulled_3.png	maps	joint reconstruction after the BNT nulling, channel 3; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/truth_4.png	maps	kappaTNG truth, one field, channel 4; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/meas_4.png	maps	the measured shear (real part), COSMOS mask, channel 4; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/perchannel_4.png	maps	PnPMass2D per-channel reconstruction, channel 4; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/joint_4.png	maps	PnPMass3D joint reconstruction, channel 4; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/perchannel_nulled_4.png	maps	per-channel reconstruction after the BNT nulling, channel 4; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/joint_nulled_4.png	maps	joint reconstruction after the BNT nulling, channel 4; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
tomo_pnp/truth_5.png	maps	kappaTNG truth, one field, channel 5; raster pulled from the draft's SVG (Leterme, Tersenov & Starck, in prep.)
